position,target_token,kld_teacher_candidate,target_nll_teacher,target_nll_candidate,target_nll_delta,teacher_top1,candidate_top1,top1_equal,teacher_margin,teacher_top1_in_candidate_top5,teacher_top1_in_candidate_top10,top5_overlap,top10_overlap,centered_logit_rmse,centered_logit_cosine
0,2502,0.01434780127599305,5.7809942605118,4.909714899876391,-0.871279360635409,8,8,True,0.7028388977050781,True,True,1.0,0.8,0.47337056705535013,0.979954776202237
1,220,0.06425434803972772,0.4834563223686672,0.3421503578050853,-0.1413059645635819,220,220,True,2.8183469772338867,True,True,0.6,0.7,0.46434876787102025,0.9837303923824235
2,17,0.07630495957189844,1.8177899118097542,2.4074718021964117,0.5896818903866574,16,16,True,1.0651988983154297,True,True,1.0,1.0,0.5041397962128068,0.9707224836638395
3,21,0.08718080063016338,2.6493830543389336,3.1002586625267163,0.4508756081877827,15,15,True,0.5067100524902344,True,True,0.8,1.0,0.5667208119342981,0.9709200874016944
4,554,0.06721304670043865,9.904654617774895,8.836313637623604,-1.0683409801512909,13,13,True,1.8416013717651367,True,True,1.0,0.8,0.5538961534854345,0.9748717930975322
5,56490,0.12427809102964944,8.736344498941957,9.196384184515193,0.4600396855732356,12,12,True,1.832998275756836,True,True,0.8,0.6,0.5756486822137068,0.970205489831463
6,220,0.14047200380898744,2.9511641304284097,3.187417657070256,0.23625352664184618,56490,12,False,0.21168804168701172,True,True,0.8,0.9,0.5252247477106438,0.9718351305327828
7,23,0.0303625756298939,3.296692262086456,3.402894165213471,0.10620190312701538,17,16,False,0.0796966552734375,True,True,0.8,1.0,0.542914748626824,0.9679433684107328
8,22,0.07598038253128311,3.0885016200785884,3.6264763135905014,0.537974693511913,13,15,False,0.030256271362304688,True,True,0.8,0.8,0.5404781090068476,0.9731598747405332
9,303,0.04727006448683812,3.50376395284885,4.5438465802795704,1.0400826274307207,15,15,True,0.9804182052612305,True,True,0.8,0.8,0.6011778231970242,0.9680010726183398
10,237084,0.3448678980689086,2.9478669903751396,5.462547358196524,2.5146803678213843,13,13,True,0.25438404083251953,True,True,0.6,0.6,0.6954240077956434,0.9640320565772872
11,847,0.06791327486487579,2.4006260131355006,2.3060554487263474,-0.09457056440915323,553,553,True,0.23954010009765625,True,True,0.8,0.8,0.5060712996117189,0.9771486922294752
12,641,0.07038922878217711,1.2033609412457018,0.9907510513573499,-0.21260988988835194,321,641,False,0.13414955139160156,True,True,0.8,1.0,0.5416966659569435,0.9760231886070896
