basis,seed,group,row,stratum,energy,sse
identity,0,32,30,0,0.49675530679706981,0.0031140854833324738
identity,0,16,30,0,0.49675530679706981,0.0023415395397137218
identity,0,32,90,0,0.4843909088697842,0.0029133375676906326
identity,0,16,90,0,0.4843909088697842,0.0021175845498078161
identity,0,32,151,0,0.37775630979410835,0.002592737470308748
identity,0,16,151,0,0.37775630979410835,0.001978353073695871
identity,0,32,212,0,0.18167274023059932,0.0011955913628050041
identity,0,16,212,0,0.18167274023059932,0.00088970757085249375
identity,0,32,272,0,0.49320489872684448,0.0030002664736912266
identity,0,16,272,0,0.49320489872684448,0.0022231146415379044
identity,0,32,333,0,0.39859871802883617,0.0021681909941548838
identity,0,16,333,0,0.39859871802883617,0.0017109196062961018
identity,0,32,394,0,0.472388528902286,0.0030693494955471579
identity,0,16,394,0,0.472388528902286,0.0022122244809565927
identity,0,32,454,0,0.24046592361875074,0.0014983326825239729
identity,0,16,454,0,0.24046592361875074,0.0011831139224449672
identity,0,32,515,0,0.51529616305198545,0.0033619248133760493
identity,0,16,515,0,0.51529616305198545,0.0024624632933551993
identity,0,32,575,0,0.52543586912139872,0.0035780449885045584
identity,0,16,575,0,0.52543586912139872,0.0026623702702330831
identity,0,32,636,0,0.40978089154573638,0.0028163542364865179
identity,0,16,636,0,0.40978089154573638,0.0020351030206740006
identity,0,32,697,0,0.29529758617948687,0.0018912992950674834
identity,0,16,697,0,0.29529758617948687,0.0014047263344139083
identity,0,32,757,0,0.5932429345161836,0.0050301301712352142
identity,0,16,757,0,0.5932429345161836,0.0033553991966073227
identity,0,32,818,0,0.52329563276890512,0.0032643274042227777
identity,0,16,818,0,0.52329563276890512,0.0024172910651130142
identity,0,32,879,0,0.28984906049151959,0.0019775225431430954
identity,0,16,879,0,0.28984906049151959,0.00145536970228477
identity,0,32,939,0,0.38312331425305501,0.002645359721384466
identity,0,16,939,0,0.38312331425305501,0.0018937881844180993
identity,0,32,1000,0,0.36506044995098819,0.0020333945524271257
identity,0,16,1000,0,0.36506044995098819,0.0015255581331530266
identity,0,32,1060,0,0.5329762112052967,0.0037714651664109144
identity,0,16,1060,0,0.5329762112052967,0.0027309569888720464
identity,0,32,1121,0,0.43975356256379983,0.0024210074942117021
identity,0,16,1121,0,0.43975356256379983,0.0019503909996443358
identity,0,32,1182,0,0.2575878056449028,0.0015899758581099377
identity,0,16,1182,0,0.2575878056449028,0.0011299843434926515
identity,0,32,1242,0,0.42367927811375239,0.0028636917393782824
identity,0,16,1242,0,0.42367927811375239,0.0021560356233862876
identity,0,32,1303,0,0.47032645572357978,0.0030560446673462138
identity,0,16,1303,0,0.47032645572357978,0.0022418068572278571
identity,0,32,1364,0,0.58660909496768143,0.0040057869010721725
identity,0,16,1364,0,0.58660909496768143,0.0030487790501153023
identity,0,32,1424,0,0.50504283243044767,0.0059916252341309928
identity,0,16,1424,0,0.50504283243044767,0.0039333910301166952
identity,0,32,1485,0,0.51286284599995247,0.0037112469355995992
identity,0,16,1485,0,0.51286284599995247,0.0028302065904788898
identity,0,32,1545,0,0.3314316930449337,0.0022681705562632715
identity,0,16,1545,0,0.3314316930449337,0.0016158861329955698
identity,0,32,1606,0,0.56660810656581262,0.0042637249655435028
identity,0,16,1606,0,0.56660810656581262,0.0030734232943849804
identity,0,32,1667,0,0.43638278776580819,0.0028868820934917494
identity,0,16,1667,0,0.43638278776580819,0.0022195261679485156
identity,0,32,1727,0,0.46837690450547598,0.0030993498053248913
identity,0,16,1727,0,0.46837690450547598,0.0024326755024048907
identity,0,32,1788,0,0.50045862662069851,0.0027248456956527889
identity,0,16,1788,0,0.50045862662069851,0.0021617422664945707
identity,0,32,1849,0,0.39381352048462759,0.0026904362568984652
identity,0,16,1849,0,0.39381352048462759,0.0019855500070207199
identity,0,32,1909,0,0.42827662603544425,0.0030838290901051835
identity,0,16,1909,0,0.42827662603544425,0.0021791250134306495
identity,0,32,1970,0,0.42656980990479099,0.0027487922020696942
identity,0,16,1970,0,0.42656980990479099,0.0021447454169134517
identity,0,32,2030,0,0.3910662825188389,0.0023140712988585221
identity,0,16,2030,0,0.3910662825188389,0.0017522740641631174
identity,0,32,2091,0,0.3012054999448468,0.0018174709288745206
identity,0,16,2091,0,0.3012054999448468,0.0013613276746058389
identity,0,32,2152,0,0.36091671549775128,0.0022405305867323477
identity,0,16,2152,0,0.36091671549775128,0.0016419916723862116
identity,0,32,2212,0,0.30209472609777777,0.0019638229189808953
identity,0,16,2212,0,0.30209472609777777,0.0014140089099896613
identity,0,32,2273,0,0.50995527956712294,0.0032362407162622731
identity,0,16,2273,0,0.50995527956712294,0.0025040690687205824
identity,0,32,2334,0,0.46037220902067677,0.0029240377872676859
identity,0,16,2334,0,0.46037220902067677,0.0021447579048592402
identity,0,32,2394,0,0.44015378994231469,0.0027025408373901882
identity,0,16,2394,0,0.44015378994231469,0.0020303600133502187
identity,0,32,2455,0,0.35911977640517989,0.0023464939457085165
identity,0,16,2455,0,0.35911977640517989,0.0017964963897725283
identity,0,32,2515,0,0.30343866629561944,0.0020875436756568888
identity,0,16,2515,0,0.30343866629561944,0.0016589692139632461
identity,0,32,2576,0,0.35542643436606802,0.0024650198433437964
identity,0,16,2576,0,0.35542643436606802,0.001801834056509577
identity,0,32,2637,0,0.52750493133964937,0.0035647598461991947
identity,0,16,2637,0,0.52750493133964937,0.0028110523390978415
identity,0,32,2697,0,0.28700544499514624,0.0018798644043167556
identity,0,16,2697,0,0.28700544499514624,0.0014574159933440356
identity,0,32,2758,0,0.42636307396878692,0.0027276005521343905
identity,0,16,2758,0,0.42636307396878692,0.0020562745257848292
identity,0,32,2819,0,0.31806068326585546,0.0020299445833984464
identity,0,16,2819,0,0.31806068326585546,0.0014698776041655037
identity,0,32,2879,0,0.46665978485344795,0.0028144393853040128
identity,0,16,2879,0,0.46665978485344795,0.0021087209295842513
identity,0,32,2940,0,0.36729407261180214,0.0023478072561182728
identity,0,16,2940,0,0.36729407261180214,0.0018282586478370888
