position,target_token,kld_teacher_candidate,target_nll_teacher,target_nll_candidate,target_nll_delta,teacher_top1,candidate_top1,top1_equal,teacher_margin,teacher_top1_in_candidate_top5,teacher_top1_in_candidate_top10,top5_overlap,top10_overlap,centered_logit_rmse,centered_logit_cosine
0,15,0.000334204128495772,0.013977226175402535,0.011264580467493346,-0.0027126457079091892,15,15,True,4.313961029052734,True,True,1.0,0.9,0.10321947117399671,0.9988359237388514
1,22,0.0008548727389313773,1.2983416786922568,1.2556527150879901,-0.04268896360426666,21,21,True,0.7166576385498047,True,True,1.0,1.0,0.08590606370207303,0.9989116713058843
2,32385,0.0023481551418404844,3.1254213090287024,3.0828731702208643,-0.04254813880783814,12069,4383,False,0.1271505355834961,True,True,1.0,1.0,0.10440044615108214,0.9992347151596505
3,5492,0.001133262877848126,0.57211945007273,0.5891718670729418,0.01705241700021176,5492,5492,True,0.8155765533447266,True,True,1.0,1.0,0.10627102164250961,0.9991291213952468
4,314,0.0018119244664573126,0.14529647708029003,0.16507872787866162,0.019782250798371592,314,314,True,3.5153799057006836,True,True,1.0,0.9,0.10281732558692819,0.9991497944047539
5,2500,0.012265598700352301,9.314824495590571,9.40839114796323,0.09356665237265815,279,279,True,1.2072839736938477,True,True,1.0,0.9,0.1076874243584714,0.9990673045441745
6,310,0.012012681055558168,1.0709096627251,0.9254903858625596,-0.14541927686254041,310,310,True,1.414168357849121,True,True,1.0,0.9,0.12419004495402049,0.9988395309863447
7,68239,0.0072376019920026855,10.771959125514407,10.89781517369947,0.12585604818506368,7170,7170,True,1.2215862274169922,True,True,0.8,0.9,0.12596742564541763,0.9989838720502138
8,15083,0.003882971468140431,15.529715647221511,15.397533090785991,-0.13218255643552013,279,279,True,0.4037027359008789,True,True,1.0,0.9,0.10388388385587956,0.9992108647144915
9,539,4.160299751331333e-05,0.0028412630425052043,0.0030524471526689467,0.0002111841101637424,539,539,True,7.542675018310547,True,True,0.8,0.9,0.11873373356029229,0.998750339063841
10,26973,0.0052810235426638645,10.11295061599294,10.090018847620062,-0.022931768372878025,3629,3629,True,2.820509910583496,True,True,1.0,0.9,0.11271663588323068,0.9989515035887337
